V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,treatment,purchase
0.7,A,0.4,0.1,293.39,2.87,41.87,0.11,3.21,12.78,8,42.7,0.07,1.58,10,0.17,0.45,0,D,20.37,0,0
1.37,A,0.38,0.73,10.06,1.36,47.65,0.97,0.52,13.13,21,87.34,0.86,1,8,0.38,1.57,0,C,26.4,0,0
2.83,A,0.5,0.69,430.39,0.92,52.22,0.69,0.22,8.89,13,5.59,0.84,0.89,9,0.44,1.44,0,A,19.58,0,0
0.05,A,0.06,0.36,118.81,0.48,46.65,0.67,3.07,13.52,10,47.17,0.22,0.57,11,0.16,0.35,0,B,32.36,0,0
0.2,A,0.74,0.79,28.42,0.91,40.74,0.59,2.1,10.82,9,85.64,0.19,3.48,7,0.14,0.16,0,A,18.19,1,0
3.93,A,0.75,0.66,128.46,0.39,44.61,0.36,1.33,8.44,15,32.65,0.73,2.99,9,0.51,0.73,0,A,22.69,0,0
1.31,A,0.28,0.77,131.09,1.27,43.47,0.01,0.43,11.46,14,143.02,0.89,2.03,10,0.22,0.14,0,A,22.36,1,1
0.63,A,0.06,1,16.15,0.29,50.43,0.75,0.4,8.26,21,136.57,0.81,7.2,4,0.29,3.73,0,A,12.84,1,0
0.92,A,0.26,0.73,89.48,0.04,36.77,0.07,4.59,10.63,9,10.47,0.93,5.76,10,0.94,0.83,1,A,34.64,0,1
0.42,A,0.4,0.32,49.98,0.32,49.32,0.75,4.13,9.73,10,4.39,0.18,5.56,10,0.61,2.19,0,C,24.38,0,0
0.44,A,0.07,0.78,129.97,1.45,45.56,0.94,1.23,4.37,16,1,0.78,5.38,10,0.36,1.19,0,B,22.4,0,0
1.31,A,0.59,0.35,88.65,1.07,48.32,0.69,0.09,9.29,13,28.53,0.52,2.73,6,0.23,3.44,0,A,17.48,0,0
3.71,A,0.28,0.7,21.69,0.62,43.28,0.16,0.59,15.65,12,81.7,0.59,0.74,9,0.42,0.91,0,A,24.18,0,0
0.89,A,0.14,0.63,12.37,1.51,50.25,0.75,0.59,12.57,14,333.17,0.47,0.06,13,0.66,1.54,0,I,19.85,0,0
1.2,A,0.57,0.16,409.1,1.14,43.61,0.05,1.99,12.23,10,296.12,0.42,1.19,8,0.38,1.76,0,A,17.65,0,0
0.8,A,0.27,0.74,87.87,2.07,41.32,0.62,1.51,7.83,14,4.81,0.72,0.83,12,0.73,2.28,0,F,17.37,0,0
1.44,A,0.78,0.29,55.92,2.25,43.27,0.34,3.9,7.34,17,260.97,0.75,22.56,4,0.29,0.21,0,A,15.95,0,0
1.19,A,0.5,0.92,13.21,0.01,48.8,0.74,0.18,8.18,14,4405.17,0.69,1.21,7,0.88,6.68,0,A,21.16,0,0
0.72,A,0.92,0.97,150.92,0.44,43.33,0.94,7.63,5.83,13,56.75,0.44,33.2,4,0.8,0.67,1,A,25.49,1,0
6.47,A,0.4,0.79,11.62,0.03,50.18,0.56,0.53,15.9,15,50.02,0.72,2.63,9,0.55,2.51,0,A,33.71,0,0
4.54,A,0.76,0.73,133.11,0.39,48.42,0.36,0.27,12.81,18,37.58,0.88,23.62,13,0.13,2.49,0,B,34.05,0,0
3.87,A,0.22,0.78,24.48,2.29,47.49,0.68,0.42,14.11,14,41.82,0.26,0.34,7,0.13,0.56,0,A,18.03,0,0
0.14,A,0.36,0.38,127.17,1.9,42.26,0.51,0.73,7.69,8,4.2,0.57,1.54,11,0.56,1.06,0,D,15.7,0,0
7.76,A,0.78,0.27,147.09,1.58,40.39,0.12,0.98,6.43,10,1.88,0.74,1.43,12,0.96,1.3,0,A,20.12,1,0
2.14,A,0.62,0.28,130.09,0.44,44.53,0.15,5.33,6.33,12,698.48,0.37,2.86,7,0.95,1.92,0,A,17.6,0,0
0.06,A,0.03,0.07,7.22,0.87,39.21,0.11,2.17,16.26,13,183.58,0.1,0.22,13,0.16,1.28,0,B,25,0,0
0.56,A,0.57,0.03,1.28,2.1,39.29,0.82,1.16,8.8,15,22.01,0.44,0.06,14,0.84,9.27,0,I,8.73,0,0
5.45,A,0.96,0.72,376.54,1.13,46.6,0.69,0.33,9.48,14,62.01,0.94,6.67,7,0.53,0.9,0,B,24.94,0,0
2.71,A,0.19,0.07,59.32,0.74,41.87,0.04,1.02,6.27,9,135.16,0.95,0.08,10,0.99,1.54,0,A,14.06,0,0
0.33,A,0.28,0.35,217.84,2.14,45.55,0.32,1.64,9.58,11,14.55,0.3,24.82,6,0.07,0.16,0,A,23.61,1,0
2.23,A,0.79,0.28,14.91,0.46,43.02,0.59,2.13,9.75,12,83.55,0.25,7.22,8,0.56,1.28,0,A,25.13,0,0
0.62,A,0.21,0.04,3.85,0.72,40.84,0.82,1.56,9.21,12,2.87,0.22,0.08,17,0.89,6.54,0,E,23.07,0,0
2,A,0.88,0.15,409.8,0.7,49.45,0.01,1.37,8.75,12,1979.96,0.87,7.58,8,0.8,0.42,0,A,24.21,0,0
0.08,A,0.22,0.27,11.79,0.55,40.55,0.07,5.24,12.94,15,980.06,0.09,3.02,12,0.55,4.83,0,E,24.83,0,0
0.05,A,0.63,0.16,16.75,4.28,40.97,0.61,3.18,9.47,14,140.03,0.14,1.11,10,0.11,0.37,0,F,17,0,0
4.43,A,0.85,0.43,101.24,0.44,46.56,0.64,0.77,11.17,12,13.53,0.77,1.1,11,0.73,2.78,0,A,25.68,0,0
3.27,A,0.27,0.58,23.32,0.48,43.88,0.83,1.16,4.31,19,54.8,0.8,0.45,9,0.87,5.35,0,A,13.76,1,0
1.11,A,0.27,0.15,6.78,3,45.19,0.58,1.18,9.89,19,917.31,0.37,1.59,8,0.53,4.6,0,E,12.3,1,0
0.06,A,0.08,0.94,11.3,0.84,41.58,0.56,5.57,8.77,17,23.7,0.3,0.24,12,0.72,3.53,0,E,16.99,0,0
1.19,A,0.43,0.31,750.38,1.75,45.02,0.23,2.25,10.47,16,532.59,0.59,2.95,11,0.28,1.79,0,D,21.85,0,0
0.26,A,0.5,0.79,32.5,3.24,43.66,0.25,2.49,9.02,19,114.13,0.45,2.75,8,0.08,0.66,0,C,14.35,1,0
0.04,A,0.05,0.67,1.08,0.07,36.49,0.16,0.75,12.68,12,16.16,0.85,1.27,12,0.56,1,0,A,29.34,0,0
1.98,A,0.25,0.17,31.38,3.4,45.16,0.52,5.48,10.04,15,15.74,0.29,4.29,9,0.5,0.18,0,C,26.48,1,0
6.54,A,0.92,0.91,26.58,0.08,43.2,0.23,2.15,15.53,17,465.12,0.44,9.65,11,0.55,3.63,0,A,31.04,0,1
1.29,A,0.23,0.97,5.41,0.1,41.22,0.78,2,11.72,10,35.53,0.15,1.94,8,0.58,3.94,0,A,16.47,0,0
0,A,0.16,0.6,33.69,0.96,48.41,0.94,0.84,9.72,14,239.74,0.04,2.4,6,0.03,3.31,0,E,15.44,1,0
1.1,A,0.43,0.54,3.87,0.25,42.77,0.84,0.81,11.26,11,52.61,0.19,1.63,10,0.37,0.61,0,A,23.6,1,0
1.16,A,0.64,0.24,9,1.6,38.95,0.35,2.32,11.61,11,353.71,0.18,0.2,8,0.51,1.08,0,A,10.98,0,0
6.4,A,0.96,0.13,4574.01,0.32,42.37,0.45,5.83,7.26,13,167.03,0.92,358.1,5,0.8,1.45,0,A,37.98,0,0
0.49,A,0.28,0.13,432.64,1.16,46.14,0.38,6.72,8.3,18,56.37,0.48,1.88,10,0.15,1.07,0,A,18.8,0,0
2.22,A,0.6,0.35,36.95,2.69,50.15,0.99,2.66,6.03,20,261.94,0.47,32.32,2,0.59,1.65,0,C,22.16,0,0
0.8,A,0.49,0.75,590.75,4.14,50.93,0.94,0.94,4.52,16,159.25,0.82,48.6,2,0.45,0.3,0,D,21.45,0,0
1.47,A,0.73,0.84,63.44,1.86,45.32,0.27,0.06,11.99,11,38.13,0.43,1.17,8,0.11,0.72,0,B,12.32,0,0
2.5,A,0.69,0.43,18.88,5.5,35.72,0.56,7,9.81,16,176.55,0.09,7.63,8,0.21,0.29,0,D,18.21,0,0
0.55,A,0.17,0.97,5.34,0.27,41.89,0.87,3.18,8.39,19,4.01,0.77,0.52,13,0.81,4.01,0,B,19.33,0,0
0.18,A,0.15,0.4,16.21,0.56,38.84,0.13,3.1,15.04,8,14.06,0.25,0.88,13,0.2,0.13,0,A,25.75,0,0
0.55,A,0.86,0.57,16.67,1.07,40.09,0.84,1.19,6.01,16,54.48,0.63,1.33,11,0.46,3.39,0,C,8.97,0,0
1.81,A,0.96,0.03,5.04,2.5,41.7,0.18,4.4,6.09,15,5736.49,0.15,39.6,5,0.72,0.6,0,B,18.49,0,0
2.07,A,0.55,0.92,46.42,1.13,40.66,0.66,3.79,14.27,14,1171.71,0.34,0.77,11,0.84,7.56,0,K,24.33,0,0
3.72,A,0.91,0.14,14611.55,3.06,39.31,0.06,2.08,10.4,5,523.03,0.89,9.09,7,0.72,0.03,0,A,33.07,0,0
0.48,A,0.11,0.76,2.1,0.54,42.06,0.39,6.4,13.21,17,1140.19,0.32,1.72,6,0.66,0.28,0,A,21.61,0,0
3.29,A,0.78,0.23,193.88,2.16,49.78,0.6,0.42,7.9,19,39.09,0.85,6.76,9,0.27,0.98,0,B,18.99,0,0
0.45,A,0.41,0.14,8.39,1.33,42.11,0.85,2.18,9.24,13,98.93,0.7,0.36,10,0.81,1.52,0,D,18.69,1,0
1.16,A,0.73,0.14,55.59,3.38,48.86,0.53,4.15,8.9,17,838.12,0.04,9.13,4,0.17,2.41,0,C,14.93,0,0
2.9,A,0.22,0.78,288.12,1.1,52.23,0.63,2.11,10.38,13,86.28,0.42,11.52,4,0.39,0.29,0,A,27.22,0,0
1,A,0.37,0.25,45.82,1.68,42.13,0.85,0.58,9.95,7,13.81,0.48,10.73,8,0.26,0.07,0,C,28.95,0,0
1.16,A,0.77,0.11,1.62,6.41,37.62,0.36,0.21,14.9,15,1028.54,0.05,0.29,12,0.06,1.07,0,K,12.88,0,0
0.19,A,0.57,0.34,125.78,0.41,44.33,0.71,0.44,8.14,11,12.53,0.83,1.76,10,0.34,1.46,0,A,18.89,0,0
1.05,A,0.27,0.38,93.87,0.43,45.55,0.82,1.11,3.37,16,16.55,0.94,0.26,12,0.94,4.13,0,B,16.92,0,0
0.35,A,0.44,0.11,1.12,6,45.99,0.11,3.34,11.32,14,492.08,0.01,0.02,10,0.35,1.02,0,I,0.81,0,0
7.41,A,0.86,0.12,125.52,3.02,50.41,0.67,0.47,6.04,17,473.06,0.75,11.42,7,0.78,1.66,0,F,19.26,0,0
1.21,A,0.73,0.61,4.49,1.1,43.36,0.73,0.6,12.3,15,499.3,0.32,5.41,10,0.41,0.88,0,E,25.66,0,0
1.36,A,0.23,0.69,9.53,0.37,44.78,0.97,2.59,9.43,17,226.16,0.35,74.37,6,0.62,2.3,0,C,31.34,0,0
0.71,A,0.02,0.65,3.47,1.35,40.91,0.5,1.67,12.29,12,26.47,0.39,0.21,13,0.83,1.12,0,D,25.08,0,0
4.37,A,0.67,0.21,76.85,0.65,44.72,0.84,1.4,9.44,7,57.84,0.37,1.49,6,0.74,0.46,0,A,25.79,0,0
0.14,A,0.31,0.15,33.13,0.09,47.52,0.09,2.35,9.51,17,221.66,0.63,7.4,10,0.72,9.41,0,B,24.2,0,0
0,A,0.23,0.35,54.3,2.05,42.46,0.98,9.49,10.75,13,109.41,0.02,14.52,8,0.07,0.56,0,I,29.48,0,0
4.37,A,0.65,0.41,457.19,2.1,53.74,0.56,0.04,7.5,19,21.43,0.89,29.25,8,0.17,1.22,0,C,20.63,0,0
5.03,A,0.35,0.19,96.78,1.75,46.48,0.38,1,9.75,17,53.76,0.86,0.67,8,0.65,1.61,0,A,17.72,1,1
0.48,A,0.24,0.41,108.73,2.3,46.85,0.4,6.59,12.37,14,99.46,0.19,32.56,6,0.14,0.1,0,B,29.92,0,0
6.73,A,0.92,0.94,406.97,0.39,48.52,0.88,0.47,8.85,13,318.54,0.77,22.43,6,0.75,1.57,0,A,24.17,0,0
3.49,A,0.33,0.92,19.14,0.33,46.69,0.45,3.37,11.83,18,52.71,0.13,3.63,8,0.68,2.04,0,A,27.49,1,0
1.2,A,0.72,0.5,39.54,0.6,42.72,0.24,1.81,10.69,12,388.04,0.77,1.21,14,0.61,0.22,0,B,29.33,0,0
0.6,A,0.77,0.48,5.3,4.03,40.65,0.37,2.36,4.6,15,1008.29,0.59,3.76,6,0.85,0.28,0,E,8.38,0,0
0.36,A,0.22,0.93,57.58,0.27,45.75,0.71,1.84,9.86,13,6.91,0.29,0.66,11,0.57,1.66,0,C,23.37,0,0
0.9,A,0.28,0,1.79,3.41,35.24,0.37,0.99,8.65,8,12.78,0.1,0.03,15,0.71,2.29,0,D,11.08,0,0
0.34,A,0.24,0.89,99.44,0.4,53.18,0.78,3.67,11.32,15,822.71,0.21,8.52,3,0.5,2.16,0,B,23.62,0,0
1.05,A,0.52,0.41,10.82,1.29,47.35,0.59,1.04,10.27,15,233.13,0.35,1.38,9,0.52,2.12,0,D,22.17,1,0
1.73,A,0.61,0.7,39.2,5.42,47.52,0.31,0.97,7.52,18,935.91,0.4,1.5,5,0.31,0.55,0,D,2.48,0,0
1.4,A,0.08,0.54,54.56,0.78,46.87,0.62,0.32,13.06,10,6.14,0.12,3.11,9,0.08,1.8,0,A,24.4,0,0
3.56,A,0.78,0.89,661.29,1.13,57.04,0.84,0.08,10.21,14,124.67,0.89,12.71,3,0.22,0.55,0,A,19.87,0,0
2.45,A,0.61,0.15,1264.61,3.1,45.16,0.32,0.91,5.15,12,10.51,0.86,0.94,10,0.65,0.87,0,B,18.92,0,0
0.46,A,0.55,0.18,9.46,1.17,39.86,0.21,5.39,9.76,19,391.71,0.49,1.35,12,0.87,4.29,0,F,22.81,0,0
0.14,A,0.56,0.94,35.19,2.66,44.48,0.26,1.32,11.47,11,204.45,0.22,0.18,9,0.17,0.3,0,D,6.93,0,0
0.21,A,0.06,0.55,30.57,0.31,44.37,0.61,8.71,9.92,14,160.27,0.08,0.91,7,0.78,3.5,0,B,23.37,0,0
3.02,A,0.75,0.43,20.22,0.53,45.87,0.83,0.89,6.89,17,175.77,0.77,35.35,5,0.8,2.41,0,A,21.86,0,0
1.21,A,0.01,0.38,34.79,0.12,48.12,0.19,0.42,11.61,19,12.57,0.95,0.04,14,0.81,5.63,0,A,23.92,1,0
0.65,A,0.53,0.44,358.83,7.8,45.56,0.95,6.64,4.39,13,4.67,0.05,0.89,6,0.18,0.14,0,E,8.12,0,0
0.47,A,0.54,0.83,231.67,0.34,42.88,0.55,2.53,13.48,10,5.22,0.47,0.26,11,0.36,4.27,0,A,19.46,0,0
2.09,A,0.66,0.47,148.92,4.66,47.97,0.54,1.21,9.05,19,96.17,0.58,2.75,7,0.32,2.09,0,D,15.45,0,0
0.08,A,0.17,0.21,7.89,0.75,40.63,0.29,1.66,7.87,14,19.96,0.58,0.18,17,0.61,2.61,0,E,14.17,0,0
1.16,A,0.74,0.41,49.74,1.15,46.64,0.47,1.9,8.29,17,281.2,0.6,2.02,7,0.51,2.9,0,B,14.66,0,0
1.19,B,0.24,0.12,883.19,2.47,47.85,0.13,0.08,7.54,17,381.05,0.92,0.44,13,0.36,3.48,0,F,16.65,0,0
0.16,A,0.46,0.09,130.85,1.15,45.39,0.22,1.75,10.89,10,73.52,0.57,0.37,10,0.21,0.69,0,A,16.08,0,0
0.8,A,0.27,0.95,44.38,1.2,46.84,0.82,0.77,9.88,12,3.49,0.32,0.9,8,0.46,2.79,0,D,13.03,0,0
1.69,A,0.31,0.98,16.57,0.63,52.73,0.93,0.09,8.39,20,40,0.76,0.59,6,0.54,6.14,0,B,8.84,1,0
1.33,A,0.97,0.24,34.01,1.28,41.29,0.25,2,10.58,10,948.83,0.63,3.21,9,0.41,1.25,0,B,15.11,0,0
0.42,A,0.85,0.89,24.57,2.91,36.98,0.47,3.67,11.66,12,694.67,0.06,1.17,9,0.29,1.47,0,H,14.56,0,0
1.11,A,0.46,0.02,24.63,2.94,38.1,0.27,4.06,14.64,12,176.03,0.24,0.12,13,0.46,2.61,0,D,19.47,0,0
0.6,A,0.78,0.02,31.48,10.85,42.93,0.95,0.29,7.3,14,8.4,0.09,1.41,11,0.01,0.4,0,M,9.3,0,0
1.24,A,0.08,0.08,3.83,0.62,40.79,0.09,4.07,12.02,17,202.62,0.11,0.13,13,0.7,1.23,0,A,19.06,0,0
1.61,A,0.57,0.52,270.1,1.66,48.21,0.68,0.93,1.62,18,15.16,0.97,21.84,4,0.6,1.48,0,A,10.17,0,0
0.88,A,0.17,0.16,253.05,0.11,53.91,0.89,1.31,4.15,12,4.14,0.77,1.06,10,0.96,6.84,0,B,25.24,0,0
2.76,A,0.68,0.62,21.4,0.48,50.56,0.22,0.46,8.37,17,997.8,0.5,4.61,7,0.6,3.5,0,B,15.77,0,0
0.2,A,0.15,0.79,9.25,0.37,44.42,0.82,2.97,11.74,15,11850.95,0.33,0.54,7,0.79,3.38,0,D,21.43,1,0
1.23,A,0.67,0.95,17.25,0.12,47.92,0.68,5.99,9.37,18,497.56,0.17,17.17,3,0.72,2.39,0,A,17.56,0,0
0.31,A,0.29,0.59,166.54,0.73,47.62,0.54,5.95,9.43,17,117.05,0.21,35.2,8,0.13,0.62,0,C,27.85,0,0
1.63,A,0.24,0.33,4.08,2.85,47.11,0.15,0.25,10.7,15,379.75,0.54,0.34,11,0.55,0.08,0,D,18.87,0,0
0.3,A,0.19,0.56,248.68,0.15,45.63,0.06,4.03,9.72,16,1013.75,0.96,0.37,12,0.87,2.13,0,A,25.21,0,1
0.24,A,0.23,0.04,159.71,6.27,48.78,0.23,0.3,14.05,8,33.28,0.09,0.1,9,0.03,0.32,0,G,10.34,0,0
2.37,A,0.23,0.3,10.39,3.46,39.17,0.41,1.1,15.94,10,10.44,0.13,0.48,12,0.25,0.68,0,E,22.27,0,0
0.19,A,0.12,0.5,348.89,2.02,44.24,0.28,2.25,7.21,16,3.21,0.36,3.12,9,0.02,1.07,0,A,15.17,0,0
1.82,A,0.22,0.67,2147.57,1.29,48.9,0.27,1.28,9.62,14,2.88,0.67,9.92,8,0.06,0.16,0,A,26.8,0,1
6.08,A,0.71,0.67,43.45,0.73,47.82,0.1,0.17,10.86,12,187.42,0.92,2.19,7,0.72,0.74,0,A,15.13,1,0
1.05,A,0.47,0.9,5.78,1.13,50.69,0.21,0.06,11.89,18,1068.81,0.63,0.96,6,0.3,1.58,0,B,12.62,0,0
1.12,A,0.14,0.69,25.18,0.92,44.31,0.77,1.09,7.53,13,7.45,0.38,0.17,9,0.79,5.56,0,B,11.92,1,0
3.01,A,0.76,0.35,6.51,7.05,51.06,0.33,1.25,6.65,21,1854.38,0.32,3.26,5,0.38,0.49,0,E,4.09,0,0
0.96,A,0.25,0.5,22.77,0.59,42.92,0.15,0.43,9.81,16,151.42,0.53,2.4,9,0.35,1.53,0,A,19.82,0,0
6.46,A,0.55,0.25,2.47,1.13,45.87,0.41,0.73,11.32,15,36.19,0.45,3.39,8,0.78,3.32,0,A,17.12,1,0
2.58,A,0.98,0.22,196.24,2.84,40.19,0.39,2.51,11.33,12,37.34,0.46,0.85,13,0.52,2.95,0,G,18.54,0,0
0.78,A,0.46,0.73,10.89,1.75,48.51,0.96,0.56,10.83,13,44.75,0.27,0.29,8,0.38,1.34,0,E,18.17,1,0
2.19,A,0.35,0.93,7.14,0.03,40.58,0.37,0.15,12.49,13,49.38,0.87,0.21,14,0.7,2.9,0,A,22.19,0,0
4.02,A,0.71,0.84,24.85,0.51,49.21,0.76,1.14,15.3,13,69.52,0.05,7.77,6,0.13,0.93,0,B,27.31,0,0
1.66,A,0.36,0.39,2.45,3.81,41.81,0.03,0.82,12.68,14,1747.42,0.25,0.08,10,0.41,0.09,0,C,9.89,0,0
0.44,A,0.55,0.22,98.86,1.46,41.45,0.33,6.13,12.14,11,132.01,0.28,0.78,12,0.51,1.94,0,E,22.8,0,0
0.57,A,0.7,0.72,431.46,1.74,40.8,0.27,2.94,7.38,15,243.82,0.89,18.67,7,0.22,0.29,0,A,20.25,1,0
0.43,A,0.02,0.12,5.05,0.75,42.18,0.07,2.15,13.31,16,1167.91,0.38,0.51,14,0.49,1.23,0,B,28.8,1,0
0.51,A,0.42,0.6,1108.84,1.45,49.23,0.72,7.46,6.59,17,4.89,0.77,18.17,7,0.6,2.62,0,C,20.3,0,0
0.62,A,0.52,0.03,10.82,7.46,36.68,0.47,5.2,10.42,17,49.07,0.23,0.08,16,0.31,1.56,0,J,14.4,0,0
0.66,A,0.46,0.59,18.48,0.94,37.31,0.12,2.25,12.88,15,56.03,0.62,0.29,12,0.33,1,0,A,21.54,0,0
0.44,A,0.55,0.78,37.73,1.2,46.1,0.52,4.83,6.85,22,425.99,0.75,62.53,5,0.44,1.38,0,B,24.25,0,0
1.23,A,0.2,0.22,38.42,1.82,38.81,0.41,5.77,7.92,11,18.1,0.39,0.59,8,0.81,0.53,0,A,17.29,0,0
1.12,A,0.54,0.51,95.29,0.13,40.41,0.52,6.95,11.09,13,29.86,0.52,0.78,12,0.88,2.94,0,A,32.12,1,0
3.71,A,0.54,0.85,1041.8,0.09,44.95,0.54,2.2,7.93,13,2.5,0.87,29.38,10,0.6,4.75,0,A,27.91,0,0
0.76,A,0.07,0.2,68.19,2.53,44.23,0.27,0.31,13.41,10,43.27,0.68,0.05,12,0.41,1.85,0,E,18.14,0,0
0.18,A,0.16,0.39,73.47,0.01,49.33,0.07,1.49,9.1,16,156.18,0.99,2.37,11,0.87,4.09,0,A,27.87,0,0
1.26,A,0.8,0.36,8.56,0.56,45.2,0.6,2.5,8.43,17,324.83,0.24,3.23,11,0.5,4.62,0,D,18.57,0,0
4.86,A,0.96,0.55,467.48,0.68,43.48,0.97,2.49,5.36,15,57.38,0.8,14.09,8,0.83,3.71,0,B,25.53,0,0
0.38,A,0.03,0.29,10.48,0.7,42.91,0.53,2.71,12.64,15,16.41,0.48,1.51,10,0.54,0.86,0,B,28.85,0,0
0.34,A,0.27,0.96,160.78,1.58,47.4,0.99,4.57,6.18,17,5.57,0.31,1.33,5,0.29,4.78,0,B,11.05,0,0
1.39,A,0.52,0.31,7.58,1.05,46.11,0.49,1.16,5.1,19,109.52,0.66,0.68,13,0.66,1.81,0,C,9.43,0,0
1.28,A,0.2,0.17,18.45,0.92,41.49,0.08,0.07,10.55,14,352.85,0.97,0.17,12,0.81,2.13,0,A,17.54,1,0
0.9,A,0.99,0.15,253.62,1.86,42.88,0.57,1.15,4.15,17,948.14,0.87,67.93,7,0.2,0.27,0,B,22.21,0,0
1.74,A,0.4,0.24,53.35,0.37,48.87,0.62,0.75,3.68,17,88.43,0.54,9.54,8,0.52,2.01,0,A,18.91,0,0
3.25,A,0.21,0.26,8695.86,2.27,54.05,0.01,0.19,12.88,9,218.26,0.84,8,4,0.06,0.03,0,A,25.66,0,0
5.97,A,0.93,0.06,20.79,1.93,43.75,0.24,0.65,15.07,9,40.55,0.25,1.31,11,0.35,0.74,0,B,26.45,0,0
2.39,A,0.6,0.24,41.25,3.98,47.43,0.35,2.98,10.67,19,2332.88,0.33,0.16,7,0.62,3.73,0,D,8.49,0,0
0.52,A,0.14,0.91,2.25,0.12,42.29,0.91,1.46,13.1,15,0.98,0.3,1.25,15,0.35,3.07,0,B,29.37,0,0
4.66,A,0.14,0.96,1.78,0.25,49.44,0.67,0.01,11.06,22,339.3,0.9,0.31,11,0.49,1.96,0,A,20.56,0,0
5.16,A,0.87,0.01,11.51,2.49,47.31,0.5,0.48,11.03,13,763.57,0.6,0.29,11,0.76,4.78,0,F,14.81,1,0
0.55,A,0.31,0.68,291.05,0.44,42.67,0.06,0.62,18.66,11,113.85,0.6,0.39,17,0.06,0.51,0,B,35.05,0,0
0.5,A,0.63,0.87,143.98,2.57,45.06,0.42,0.52,10.91,16,52.35,0.34,3,11,0.01,0.81,0,E,12.21,0,1
0.14,A,0.07,0.54,1475.03,1.19,50.75,0.37,1.94,6.92,15,55.61,0.75,1.91,7,0.38,0.76,0,B,21.67,0,0
0.52,A,0.44,0.47,199.5,2.92,38.27,0.46,1.95,8.93,10,1.03,0.73,1.99,13,0.46,1.43,0,D,18.59,0,0
2.48,A,0.93,0.44,32.74,0.86,48.69,0.66,3.69,10.85,12,268.35,0.42,22.6,8,0.63,0.02,0,B,35.69,0,0
2.34,A,0.23,0.96,39.96,0.3,57.91,0.98,0.58,9.04,18,27.86,0.64,4.15,5,0.53,1.4,0,B,24.59,1,0
1.88,A,0.25,0.06,22.45,2.67,48.15,0.88,2.36,8.05,16,205.67,0.1,2.29,7,0.46,3.37,0,E,17.18,0,0
0.96,A,0.28,0.48,56.84,0.71,51.35,0.94,1.18,6.45,17,30.4,0.81,0.12,11,0.93,8.97,0,F,15.06,0,0
1.28,A,0.56,0.45,85.49,0.89,46.68,0.19,6.1,4.68,19,89.83,0.8,5.44,9,0.88,1.73,0,A,17.06,0,1
0.06,A,0.37,0.52,145.46,3.36,43.05,0.59,2.28,7.94,15,17.16,0.17,1.61,10,0.02,0.4,0,D,12.44,0,0
1.64,A,0.01,0.78,157.12,0.24,51.55,0.67,2.02,6.76,16,10.68,0.75,5.67,7,0.81,4.53,0,A,21.11,1,0
0.75,A,0.21,1,244.65,0.21,49.03,0.81,4.14,9.67,13,124.67,0.54,12.22,3,0.78,2.07,0,A,25.78,0,0
1.02,A,0.39,0.48,115.83,1.31,56.64,0.25,0.89,10.52,15,439.35,0.39,4.22,5,0.64,0.76,0,C,24.55,0,0
0.16,A,0.44,0.94,32.86,0.38,48.29,0.36,2.97,9.65,17,1242.6,0.12,14.35,6,0.31,2.63,0,D,19.27,0,0
0.24,A,0.15,0.63,52.31,1.27,41.37,0.26,3.06,11.86,15,9.6,0.87,0.72,12,0.28,0.14,0,B,25.91,0,0
0.62,A,0.99,0.7,126.46,1.57,50.69,0.96,1.07,2.11,20,150.73,0.21,86.93,5,0.13,5.13,0,F,7.32,0,0
1.05,A,0.09,0.49,8.82,0.76,49.48,0.29,0.95,12.53,16,703.51,0.87,0.19,7,0.82,0.29,0,A,25.79,0,1
0.63,A,0.78,0.03,41.87,0.18,44.75,0.83,4.57,1.77,15,20.22,0.91,0.46,10,0.99,13.35,0,A,9.95,0,0
2.53,A,0.05,1,3.1,0.01,57.54,0.67,0.02,13.55,21,52.15,0.73,3.61,7,0.43,6.72,0,A,26.83,0,0
2.04,A,0.93,0.52,6.65,0.41,39.14,0.57,0.39,7.96,11,78.19,0.89,24.15,9,0.67,1.26,0,A,20.57,0,0
0.78,A,0.06,0.92,22.86,0.2,47.91,0.47,6.93,11.95,21,498.81,0.38,1.33,6,0.6,2.72,0,A,26.41,0,0
2.78,A,0.94,0.7,3038.61,3.75,51.17,0.56,4.63,9.02,15,65.25,0.51,80.41,3,0.13,0.1,0,A,23.78,0,0
1.02,A,0.1,0.63,36.6,0.08,41.38,0.39,1.43,7.67,15,9.48,0.93,0.47,13,0.84,3.84,0,A,20.55,0,0
2.91,A,0.47,0.95,13.8,0.04,46.01,0.87,0.26,8.98,15,6.14,0.49,7.58,9,0.51,6.3,0,A,17.18,0,0
0.04,A,0.68,0.65,100.04,1.01,39,0.08,11.45,8.09,13,157.87,0.41,15.15,9,0.56,1.79,0,C,17.52,0,1
0.93,A,0.51,0.74,16.8,0.06,46.8,0.83,6.08,10.67,14,507.08,0.09,6.15,5,0.7,4.7,0,A,26.58,0,0
1.11,A,0.45,0.25,206.65,1.23,44.36,0.13,9.35,11.18,16,445.63,0.69,0.61,9,0.81,0.86,0,B,25.25,0,0
1.1,A,0.43,0.12,181.36,5.17,51.44,0.22,0.19,6.05,11,75.86,0.27,0.58,6,0.31,0.79,0,D,4.06,1,0
